1 alignments/orthologs0001.fas	OG0000534	Pa_1_90
5380 alignments/orthologs5380.fas	OG0005935	Pa_4_6670
5381 alignments/orthologs5381.fas	OG0005936	Pa_4_6660
5382 alignments/orthologs5382.fas	OG0005937	Pa_4_6650
5383 alignments/orthologs5383.fas	OG0005938	Pa_4_6630
5384 alignments/orthologs5384.fas	OG0005939	Pa_4_6620
5385 alignments/orthologs5385.fas	OG0005940	Pa_4_6616
5386 alignments/orthologs5386.fas	OG0005941	Pa_4_6610
5387 alignments/orthologs5387.fas	OG0005942	Pa_4_6600
5388 alignments/orthologs5388.fas	OG0005943	Pa_4_6590
5389 alignments/orthologs5389.fas	OG0005944	Pa_4_6580
5390 alignments/orthologs5390.fas	OG0005945	Pa_4_6570
5391 alignments/orthologs5391.fas	OG0005946	Pa_4_6560
5392 alignments/orthologs5392.fas	OG0005947	Pa_4_6550
5393 alignments/orthologs5393.fas	OG0005948	Pa_4_6520
5394 alignments/orthologs5394.fas	OG0005949	Pa_4_6510
5395 alignments/orthologs5395.fas	OG0005950	Pa_4_6500
5396 alignments/orthologs5396.fas	OG0005951	Pa_4_6490
5397 alignments/orthologs5397.fas	OG0005952	Pa_4_6480
5398 alignments/orthologs5398.fas	OG0005953	Pa_4_6470
5399 alignments/orthologs5399.fas	OG0005954	Pa_4_6450
5400 alignments/orthologs5400.fas	OG0005955	Pa_4_6460
5401 alignments/orthologs5401.fas	OG0005956	Pa_4_6440
5402 alignments/orthologs5402.fas	OG0005957	Pa_4_6430
5403 alignments/orthologs5403.fas	OG0005958	Pa_4_6410
5404 alignments/orthologs5404.fas	OG0005959	Pa_4_6400
5405 alignments/orthologs5405.fas	OG0005960	Pa_4_6390
5406 alignments/orthologs5406.fas	OG0005961	Pa_4_6380
5407 alignments/orthologs5407.fas	OG0005962	Pa_4_6370
5408 alignments/orthologs5408.fas	OG0005963	Pa_4_6360
5409 alignments/orthologs5409.fas	OG0005964	Pa_4_6350
5410 alignments/orthologs5410.fas	OG0005965	Pa_4_6340
5411 alignments/orthologs5411.fas	OG0005966	Pa_4_6330
5412 alignments/orthologs5412.fas	OG0005967	Pa_4_6310
5413 alignments/orthologs5413.fas	OG0005968	Pa_4_6300
5414 alignments/orthologs5414.fas	OG0005969	Pa_4_6290
5415 alignments/orthologs5415.fas	OG0005970	Pa_4_6270
5416 alignments/orthologs5416.fas	OG0005971	Pa_4_6260
5417 alignments/orthologs5417.fas	OG0005972	Pa_4_6250
5418 alignments/orthologs5418.fas	OG0005973	Pa_4_6245
5419 alignments/orthologs5419.fas	OG0005974	Pa_4_6240
5420 alignments/orthologs5420.fas	OG0005975	Pa_4_6230
5421 alignments/orthologs5421.fas	OG0005976	Pa_4_6220
5422 alignments/orthologs5422.fas	OG0005977	Pa_4_6210
5423 alignments/orthologs5423.fas	OG0005978	Pa_4_6200
5424 alignments/orthologs5424.fas	OG0005979	Pa_4_6190
5425 alignments/orthologs5425.fas	OG0005980	Pa_4_6180
5426 alignments/orthologs5426.fas	OG0005981	Pa_4_6170
5427 alignments/orthologs5427.fas	OG0005982	Pa_4_6160
5428 alignments/orthologs5428.fas	OG0005983	Pa_4_6150
5429 alignments/orthologs5429.fas	OG0005984	Pa_4_6140
5430 alignments/orthologs5430.fas	OG0005985	Pa_4_6130
5431 alignments/orthologs5431.fas	OG0005986	Pa_4_6120
5432 alignments/orthologs5432.fas	OG0005987	Pa_4_6110
5433 alignments/orthologs5433.fas	OG0005988	Pa_4_6105
5434 alignments/orthologs5434.fas	OG0005989	Pa_4_6080
5435 alignments/orthologs5435.fas	OG0005990	Pa_4_6070
5436 alignments/orthologs5436.fas	OG0005991	Pa_4_6060
5437 alignments/orthologs5437.fas	OG0005992	Pa_4_6040
5438 alignments/orthologs5438.fas	OG0005993	Pa_4_6030
5439 alignments/orthologs5439.fas	OG0005994	Pa_4_6020
5440 alignments/orthologs5440.fas	OG0005995	Pa_4_6010
5441 alignments/orthologs5441.fas	OG0005996	Pa_4_6000
5442 alignments/orthologs5442.fas	OG0005997	Pa_4_5990
5443 alignments/orthologs5443.fas	OG0005998	Pa_4_5970
5444 alignments/orthologs5444.fas	OG0005999	Pa_4_5960
5445 alignments/orthologs5445.fas	OG0006000	Pa_4_5950
5446 alignments/orthologs5446.fas	OG0006001	Pa_4_5940
5447 alignments/orthologs5447.fas	OG0006002	Pa_4_5930
5448 alignments/orthologs5448.fas	OG0006003	Pa_4_5920
5449 alignments/orthologs5449.fas	OG0006004	Pa_4_5910
5450 alignments/orthologs5450.fas	OG0006005	Pa_4_5680
5451 alignments/orthologs5451.fas	OG0006006	Pa_4_5690
5452 alignments/orthologs5452.fas	OG0006007	Pa_4_5700
5453 alignments/orthologs5453.fas	OG0006008	Pa_4_5715
5454 alignments/orthologs5454.fas	OG0006009	Pa_4_5710
5455 alignments/orthologs5455.fas	OG0006010	Pa_4_5720
5456 alignments/orthologs5456.fas	OG0006011	Pa_4_5730
5457 alignments/orthologs5457.fas	OG0006012	Pa_4_5735
5458 alignments/orthologs5458.fas	OG0006013	Pa_4_5785
5459 alignments/orthologs5459.fas	OG0006014	Pa_4_5790
5460 alignments/orthologs5460.fas	OG0006015	Pa_4_5800
5461 alignments/orthologs5461.fas	OG0006016	Pa_4_5810
5462 alignments/orthologs5462.fas	OG0006017	Pa_4_5820
5463 alignments/orthologs5463.fas	OG0006018	Pa_4_5830
5464 alignments/orthologs5464.fas	OG0006020	Pa_4_5675
5465 alignments/orthologs5465.fas	OG0006021	Pa_4_5670
5466 alignments/orthologs5466.fas	OG0006022	Pa_4_5660
5467 alignments/orthologs5467.fas	OG0006023	Pa_4_5650
5468 alignments/orthologs5468.fas	OG0006024	Pa_4_5630
5469 alignments/orthologs5469.fas	OG0006025	Pa_4_5620
5470 alignments/orthologs5470.fas	OG0006026	Pa_4_5618
5471 alignments/orthologs5471.fas	OG0006027	Pa_4_5590
5472 alignments/orthologs5472.fas	OG0006028	Pa_4_5570
5473 alignments/orthologs5473.fas	OG0006029	Pa_4_5550
5474 alignments/orthologs5474.fas	OG0006030	Pa_4_5540
5475 alignments/orthologs5475.fas	OG0006031	Pa_4_5530
5476 alignments/orthologs5476.fas	OG0006032	Pa_4_5503
5477 alignments/orthologs5477.fas	OG0006033	Pa_4_5490
5478 alignments/orthologs5478.fas	OG0006034	Pa_4_5470
5479 alignments/orthologs5479.fas	OG0006035	Pa_4_5460
5480 alignments/orthologs5480.fas	OG0006036	Pa_4_5450
5481 alignments/orthologs5481.fas	OG0006037	Pa_4_5440
5482 alignments/orthologs5482.fas	OG0006038	Pa_4_5420
5483 alignments/orthologs5483.fas	OG0006039	Pa_4_5410
5484 alignments/orthologs5484.fas	OG0006040	Pa_4_5400
5485 alignments/orthologs5485.fas	OG0006041	Pa_4_5390
5486 alignments/orthologs5486.fas	OG0006042	Pa_4_5380
5487 alignments/orthologs5487.fas	OG0006043	Pa_4_5350
5488 alignments/orthologs5488.fas	OG0006044	Pa_4_5330
5489 alignments/orthologs5489.fas	OG0006045	Pa_4_5325
5490 alignments/orthologs5490.fas	OG0006046	Pa_4_5320
5491 alignments/orthologs5491.fas	OG0006047	Pa_4_5310
5492 alignments/orthologs5492.fas	OG0006048	Pa_4_5300
5493 alignments/orthologs5493.fas	OG0006049	Pa_4_5290
5494 alignments/orthologs5494.fas	OG0006050	Pa_4_5280
5495 alignments/orthologs5495.fas	OG0006051	Pa_4_5270
5496 alignments/orthologs5496.fas	OG0006052	Pa_4_5260
5497 alignments/orthologs5497.fas	OG0006053	Pa_4_5250
5498 alignments/orthologs5498.fas	OG0006054	Pa_4_5240
5499 alignments/orthologs5499.fas	OG0006055	Pa_4_5230
5500 alignments/orthologs5500.fas	OG0006056	Pa_4_5220
5501 alignments/orthologs5501.fas	OG0006057	Pa_4_5210
5502 alignments/orthologs5502.fas	OG0006058	Pa_4_5200
5503 alignments/orthologs5503.fas	OG0006059	Pa_4_5190
5504 alignments/orthologs5504.fas	OG0006060	Pa_4_5180
5505 alignments/orthologs5505.fas	OG0006061	Pa_4_5170
5506 alignments/orthologs5506.fas	OG0006062	Pa_4_5160
5507 alignments/orthologs5507.fas	OG0006063	Pa_4_5150
5508 alignments/orthologs5508.fas	OG0006064	Pa_4_5148
5509 alignments/orthologs5509.fas	OG0006065	Pa_4_5145
5510 alignments/orthologs5510.fas	OG0006066	Pa_4_5140
5511 alignments/orthologs5511.fas	OG0006067	Pa_4_5130
5512 alignments/orthologs5512.fas	OG0006068	Pa_4_5120
5513 alignments/orthologs5513.fas	OG0006069	Pa_4_5110
5514 alignments/orthologs5514.fas	OG0006070	Pa_4_5100
5515 alignments/orthologs5515.fas	OG0006071	Pa_4_5090
5516 alignments/orthologs5516.fas	OG0006072	Pa_4_5080
5517 alignments/orthologs5517.fas	OG0006073	Pa_4_5060
5518 alignments/orthologs5518.fas	OG0006074	Pa_4_5050
5519 alignments/orthologs5519.fas	OG0006075	Pa_4_5040
5520 alignments/orthologs5520.fas	OG0006076	Pa_4_5015
5521 alignments/orthologs5521.fas	OG0006077	Pa_4_5010
5522 alignments/orthologs5522.fas	OG0006078	Pa_4_5000
5523 alignments/orthologs5523.fas	OG0006079	Pa_4_4990
5524 alignments/orthologs5524.fas	OG0006080	Pa_4_4980
5525 alignments/orthologs5525.fas	OG0006081	Pa_4_4970
5526 alignments/orthologs5526.fas	OG0006082	Pa_4_4960
5527 alignments/orthologs5527.fas	OG0006083	Pa_4_4950
5528 alignments/orthologs5528.fas	OG0006084	Pa_4_4940
5529 alignments/orthologs5529.fas	OG0006085	Pa_4_4930
5530 alignments/orthologs5530.fas	OG0006086	Pa_4_4920
5531 alignments/orthologs5531.fas	OG0006087	Pa_4_4910
5532 alignments/orthologs5532.fas	OG0006088	Pa_4_4900
5533 alignments/orthologs5533.fas	OG0006089	Pa_4_4875
5534 alignments/orthologs5534.fas	OG0006090	Pa_4_4870
5535 alignments/orthologs5535.fas	OG0006091	Pa_4_4860
5536 alignments/orthologs5536.fas	OG0006092	Pa_4_4850
5537 alignments/orthologs5537.fas	OG0006093	Pa_4_4840
5538 alignments/orthologs5538.fas	OG0006094	Pa_4_4830
5539 alignments/orthologs5539.fas	OG0006095	Pa_4_4820
5540 alignments/orthologs5540.fas	OG0006096	Pa_4_4815
5541 alignments/orthologs5541.fas	OG0006097	Pa_4_4810
5542 alignments/orthologs5542.fas	OG0006098	Pa_4_4790
5543 alignments/orthologs5543.fas	OG0006099	Pa_4_4780
5544 alignments/orthologs5544.fas	OG0006100	Pa_4_4770
5545 alignments/orthologs5545.fas	OG0006101	Pa_4_4760
5546 alignments/orthologs5546.fas	OG0006102	Pa_4_4750
5547 alignments/orthologs5547.fas	OG0006103	Pa_4_4740
5548 alignments/orthologs5548.fas	OG0006104	Pa_4_4730
5549 alignments/orthologs5549.fas	OG0006105	Pa_4_4720
5550 alignments/orthologs5550.fas	OG0006106	Pa_4_4700
5551 alignments/orthologs5551.fas	OG0006107	Pa_4_4690
5552 alignments/orthologs5552.fas	OG0006108	Pa_4_4670
5553 alignments/orthologs5553.fas	OG0006109	Pa_4_4660
5554 alignments/orthologs5554.fas	OG0006110	Pa_4_4640
5555 alignments/orthologs5555.fas	OG0006111	Pa_4_4600
5556 alignments/orthologs5556.fas	OG0006112	Pa_4_4580
5557 alignments/orthologs5557.fas	OG0006113	Pa_4_4570
5558 alignments/orthologs5558.fas	OG0006114	Pa_4_4550
5559 alignments/orthologs5559.fas	OG0006115	Pa_4_4540
5560 alignments/orthologs5560.fas	OG0006116	Pa_4_4530
5561 alignments/orthologs5561.fas	OG0006117	Pa_4_4520
5562 alignments/orthologs5562.fas	OG0006118	Pa_4_4510
5563 alignments/orthologs5563.fas	OG0006119	Pa_4_4500
5564 alignments/orthologs5564.fas	OG0006120	Pa_4_4496
5565 alignments/orthologs5565.fas	OG0006121	Pa_4_4494
5566 alignments/orthologs5566.fas	OG0006122	Pa_4_4490
5567 alignments/orthologs5567.fas	OG0006123	Pa_4_4480
5568 alignments/orthologs5568.fas	OG0006124	Pa_4_4470
5569 alignments/orthologs5569.fas	OG0006125	Pa_4_4460
5570 alignments/orthologs5570.fas	OG0006126	Pa_4_4440
5571 alignments/orthologs5571.fas	OG0006127	Pa_4_4430
5572 alignments/orthologs5572.fas	OG0006128	Pa_4_4420
5573 alignments/orthologs5573.fas	OG0006129	Pa_4_4415
5574 alignments/orthologs5574.fas	OG0006130	Pa_4_4410
5575 alignments/orthologs5575.fas	OG0006131	Pa_4_4400
5576 alignments/orthologs5576.fas	OG0006132	Pa_4_4390
5577 alignments/orthologs5577.fas	OG0006133	Pa_4_4380
5578 alignments/orthologs5578.fas	OG0006134	Pa_4_4370
5579 alignments/orthologs5579.fas	OG0006135	Pa_4_4350
5580 alignments/orthologs5580.fas	OG0006136	Pa_4_4330
5581 alignments/orthologs5581.fas	OG0006137	Pa_4_4325
5582 alignments/orthologs5582.fas	OG0006138	Pa_4_4320
5583 alignments/orthologs5583.fas	OG0006139	Pa_4_4315
5584 alignments/orthologs5584.fas	OG0006140	Pa_4_4310
5585 alignments/orthologs5585.fas	OG0006141	Pa_4_4300
5586 alignments/orthologs5586.fas	OG0006142	Pa_4_4290
5587 alignments/orthologs5587.fas	OG0006143	Pa_4_4270
5588 alignments/orthologs5588.fas	OG0006144	Pa_4_4240
5589 alignments/orthologs5589.fas	OG0006145	Pa_4_4230
5590 alignments/orthologs5590.fas	OG0006146	Pa_4_4220
5591 alignments/orthologs5591.fas	OG0006147	Pa_4_4210
5592 alignments/orthologs5592.fas	OG0006148	Pa_4_4200
5593 alignments/orthologs5593.fas	OG0006149	Pa_4_4190
5594 alignments/orthologs5594.fas	OG0006150	Pa_4_4180
5595 alignments/orthologs5595.fas	OG0006151	Pa_5_3140
5596 alignments/orthologs5596.fas	OG0006152	Pa_5_3130
5597 alignments/orthologs5597.fas	OG0006153	Pa_5_3120
5598 alignments/orthologs5598.fas	OG0006154	Pa_5_3115
5599 alignments/orthologs5599.fas	OG0006155	Pa_5_3100
5600 alignments/orthologs5600.fas	OG0006156	Pa_5_3090
5601 alignments/orthologs5601.fas	OG0006157	Pa_5_3080
5602 alignments/orthologs5602.fas	OG0006158	Pa_5_3070
5603 alignments/orthologs5603.fas	OG0006159	Pa_5_3060
5604 alignments/orthologs5604.fas	OG0006160	Pa_5_3050
5605 alignments/orthologs5605.fas	OG0006161	Pa_5_3040
5606 alignments/orthologs5606.fas	OG0006162	Pa_5_3030
5607 alignments/orthologs5607.fas	OG0006163	Pa_5_3020
5608 alignments/orthologs5608.fas	OG0006164	Pa_5_2990
5609 alignments/orthologs5609.fas	OG0006165	Pa_5_2980
5610 alignments/orthologs5610.fas	OG0006166	Pa_5_2970
5611 alignments/orthologs5611.fas	OG0006167	Pa_5_2960
5612 alignments/orthologs5612.fas	OG0006168	Pa_5_2930
5613 alignments/orthologs5613.fas	OG0006169	Pa_5_2920
5614 alignments/orthologs5614.fas	OG0006170	Pa_5_2910
5615 alignments/orthologs5615.fas	OG0006171	Pa_5_2880
5616 alignments/orthologs5616.fas	OG0006172	Pa_5_2870
5617 alignments/orthologs5617.fas	OG0006173	Pa_5_2850
5618 alignments/orthologs5618.fas	OG0006174	Pa_5_2840
5619 alignments/orthologs5619.fas	OG0006175	Pa_5_2830
5620 alignments/orthologs5620.fas	OG0006176	Pa_5_2820
5621 alignments/orthologs5621.fas	OG0006177	Pa_5_2810
5622 alignments/orthologs5622.fas	OG0006178	Pa_5_2800
5623 alignments/orthologs5623.fas	OG0006179	Pa_5_2790
5624 alignments/orthologs5624.fas	OG0006180	Pa_5_2770
5625 alignments/orthologs5625.fas	OG0006181	Pa_5_2760
5626 alignments/orthologs5626.fas	OG0006182	Pa_5_2740
5627 alignments/orthologs5627.fas	OG0006183	Pa_5_2720
5628 alignments/orthologs5628.fas	OG0006184	Pa_5_2710
5629 alignments/orthologs5629.fas	OG0006185	Pa_5_2700
5630 alignments/orthologs5630.fas	OG0006186	Pa_5_2690
5631 alignments/orthologs5631.fas	OG0006187	Pa_5_2670
5632 alignments/orthologs5632.fas	OG0006188	Pa_5_2660
5633 alignments/orthologs5633.fas	OG0006189	Pa_5_2640
5634 alignments/orthologs5634.fas	OG0006190	Pa_5_2630
5635 alignments/orthologs5635.fas	OG0006191	Pa_5_2620
5636 alignments/orthologs5636.fas	OG0006192	Pa_5_2610
5637 alignments/orthologs5637.fas	OG0006193	Pa_5_2600
5638 alignments/orthologs5638.fas	OG0006194	Pa_5_2580
5639 alignments/orthologs5639.fas	OG0006195	Pa_5_2570
5640 alignments/orthologs5640.fas	OG0006196	Pa_5_2560
5641 alignments/orthologs5641.fas	OG0006197	Pa_5_2550
5642 alignments/orthologs5642.fas	OG0006198	Pa_5_2540
5643 alignments/orthologs5643.fas	OG0006199	Pa_5_2530
5644 alignments/orthologs5644.fas	OG0006200	Pa_5_2520
5645 alignments/orthologs5645.fas	OG0006201	Pa_5_2510
5646 alignments/orthologs5646.fas	OG0006202	Pa_5_2490
5647 alignments/orthologs5647.fas	OG0006203	Pa_5_2488
5648 alignments/orthologs5648.fas	OG0006204	Pa_5_2480
5649 alignments/orthologs5649.fas	OG0006205	Pa_5_2470
5650 alignments/orthologs5650.fas	OG0006206	Pa_5_2450
5651 alignments/orthologs5651.fas	OG0006207	Pa_5_2440
5652 alignments/orthologs5652.fas	OG0006208	Pa_5_2430
5653 alignments/orthologs5653.fas	OG0006209	Pa_5_2420
5654 alignments/orthologs5654.fas	OG0006210	Pa_5_2410
5655 alignments/orthologs5655.fas	OG0006211	Pa_5_2400
5656 alignments/orthologs5656.fas	OG0006212	Pa_5_2390
5657 alignments/orthologs5657.fas	OG0006213	Pa_5_2380
5658 alignments/orthologs5658.fas	OG0006214	Pa_5_2370
5659 alignments/orthologs5659.fas	OG0006215	Pa_5_2360
5660 alignments/orthologs5660.fas	OG0006216	Pa_5_2340
5661 alignments/orthologs5661.fas	OG0006217	Pa_5_2320
5662 alignments/orthologs5662.fas	OG0006218	Pa_5_2310
5663 alignments/orthologs5663.fas	OG0006219	Pa_5_2300
5664 alignments/orthologs5664.fas	OG0006220	Pa_5_2290
5665 alignments/orthologs5665.fas	OG0006221	Pa_5_2280
5666 alignments/orthologs5666.fas	OG0006222	Pa_5_2270
5667 alignments/orthologs5667.fas	OG0006223	Pa_5_2250
5668 alignments/orthologs5668.fas	OG0006224	Pa_5_2240
5669 alignments/orthologs5669.fas	OG0006225	Pa_5_2230
5670 alignments/orthologs5670.fas	OG0006226	Pa_5_2210
5671 alignments/orthologs5671.fas	OG0006227	Pa_5_2200
5672 alignments/orthologs5672.fas	OG0006228	Pa_5_2190
5673 alignments/orthologs5673.fas	OG0006229	Pa_5_2180
5674 alignments/orthologs5674.fas	OG0006230	Pa_5_2170
5675 alignments/orthologs5675.fas	OG0006231	Pa_5_2150
5676 alignments/orthologs5676.fas	OG0006232	Pa_5_2140
5677 alignments/orthologs5677.fas	OG0006233	Pa_5_2130
5678 alignments/orthologs5678.fas	OG0006234	Pa_5_2125
5679 alignments/orthologs5679.fas	OG0006235	Pa_5_2120
5680 alignments/orthologs5680.fas	OG0006236	Pa_5_2110
5681 alignments/orthologs5681.fas	OG0006237	Pa_5_2105
5682 alignments/orthologs5682.fas	OG0006238	Pa_5_2100
5683 alignments/orthologs5683.fas	OG0006239	Pa_5_2090
5684 alignments/orthologs5684.fas	OG0006240	Pa_5_2080
5685 alignments/orthologs5685.fas	OG0006241	Pa_5_2070
5686 alignments/orthologs5686.fas	OG0006242	Pa_5_2060
5687 alignments/orthologs5687.fas	OG0006243	Pa_5_2050
5688 alignments/orthologs5688.fas	OG0006244	Pa_5_2040
5689 alignments/orthologs5689.fas	OG0006245	Pa_5_2030
5690 alignments/orthologs5690.fas	OG0006246	Pa_5_2020
5691 alignments/orthologs5691.fas	OG0006247	Pa_5_2015
5692 alignments/orthologs5692.fas	OG0006248	Pa_5_2010
5693 alignments/orthologs5693.fas	OG0006249	Pa_5_2000
5694 alignments/orthologs5694.fas	OG0006250	Pa_5_1980
5695 alignments/orthologs5695.fas	OG0006251	Pa_5_1970
5696 alignments/orthologs5696.fas	OG0006252	Pa_5_1950
5697 alignments/orthologs5697.fas	OG0006253	Pa_5_1940
5698 alignments/orthologs5698.fas	OG0006254	Pa_5_1930
5699 alignments/orthologs5699.fas	OG0006255	Pa_5_1920
5700 alignments/orthologs5700.fas	OG0006256	Pa_5_1910
5701 alignments/orthologs5701.fas	OG0006257	Pa_5_1890
5702 alignments/orthologs5702.fas	OG0006258	Pa_5_1880
5703 alignments/orthologs5703.fas	OG0006259	Pa_5_1878
5704 alignments/orthologs5704.fas	OG0006260	Pa_5_1871
5705 alignments/orthologs5705.fas	OG0006261	Pa_5_1870
5706 alignments/orthologs5706.fas	OG0006262	Pa_5_1850
5707 alignments/orthologs5707.fas	OG0006264	Pa_5_1810
5708 alignments/orthologs5708.fas	OG0006265	Pa_5_1800
5709 alignments/orthologs5709.fas	OG0006266	Pa_5_1790
5710 alignments/orthologs5710.fas	OG0006267	Pa_5_1780
5711 alignments/orthologs5711.fas	OG0006268	Pa_5_1770
5712 alignments/orthologs5712.fas	OG0006269	Pa_5_1760
5713 alignments/orthologs5713.fas	OG0006270	Pa_5_1750
5714 alignments/orthologs5714.fas	OG0006271	Pa_5_1740
5715 alignments/orthologs5715.fas	OG0006272	Pa_5_1730
5716 alignments/orthologs5716.fas	OG0006273	Pa_5_1720
5717 alignments/orthologs5717.fas	OG0006274	Pa_5_1700
5718 alignments/orthologs5718.fas	OG0006275	Pa_5_1680
5719 alignments/orthologs5719.fas	OG0006276	Pa_5_1670
5720 alignments/orthologs5720.fas	OG0006277	Pa_5_1650
5721 alignments/orthologs5721.fas	OG0006278	Pa_5_1640
5722 alignments/orthologs5722.fas	OG0006279	Pa_5_1630
5723 alignments/orthologs5723.fas	OG0006280	Pa_5_1620
5724 alignments/orthologs5724.fas	OG0006281	Pa_5_1530
5725 alignments/orthologs5725.fas	OG0006282	Pa_5_1520
5726 alignments/orthologs5726.fas	OG0006283	Pa_5_1510
5727 alignments/orthologs5727.fas	OG0006284	Pa_5_1505
5728 alignments/orthologs5728.fas	OG0006285	Pa_5_1502
5729 alignments/orthologs5729.fas	OG0006286	Pa_5_1500
5730 alignments/orthologs5730.fas	OG0006287	Pa_5_1490
5731 alignments/orthologs5731.fas	OG0006288	Pa_5_1480
5732 alignments/orthologs5732.fas	OG0006289	Pa_5_1470
5733 alignments/orthologs5733.fas	OG0006290	Pa_5_1460
5734 alignments/orthologs5734.fas	OG0006291	Pa_5_1440
5735 alignments/orthologs5735.fas	OG0006292	Pa_5_1410
5736 alignments/orthologs5736.fas	OG0006293	Pa_5_1400
5737 alignments/orthologs5737.fas	OG0006294	Pa_5_1395
5738 alignments/orthologs5738.fas	OG0006295	Pa_5_1390
5739 alignments/orthologs5739.fas	OG0006296	Pa_5_1380
5740 alignments/orthologs5740.fas	OG0006297	Pa_5_1370
5741 alignments/orthologs5741.fas	OG0006298	Pa_5_1320
5742 alignments/orthologs5742.fas	OG0006299	Pa_5_1310
5743 alignments/orthologs5743.fas	OG0006300	Pa_5_1300
5744 alignments/orthologs5744.fas	OG0006301	Pa_5_1290
5745 alignments/orthologs5745.fas	OG0006302	Pa_5_1280
5746 alignments/orthologs5746.fas	OG0006303	Pa_5_1270
5747 alignments/orthologs5747.fas	OG0006304	Pa_5_1260
5748 alignments/orthologs5748.fas	OG0006305	Pa_5_1250
5749 alignments/orthologs5749.fas	OG0006306	Pa_5_1220
5750 alignments/orthologs5750.fas	OG0006307	Pa_5_1210
5751 alignments/orthologs5751.fas	OG0006308	Pa_5_1180
5752 alignments/orthologs5752.fas	OG0006309	Pa_5_1170
5753 alignments/orthologs5753.fas	OG0006310	Pa_5_1160
5754 alignments/orthologs5754.fas	OG0006311	Pa_5_1120
5755 alignments/orthologs5755.fas	OG0006312	Pa_5_1110
5756 alignments/orthologs5756.fas	OG0006313	Pa_5_1100
5757 alignments/orthologs5757.fas	OG0006314	Pa_5_1090
5758 alignments/orthologs5758.fas	OG0006315	Pa_5_1070
5759 alignments/orthologs5759.fas	OG0006316	Pa_5_1060
5760 alignments/orthologs5760.fas	OG0006317	Pa_5_1050
5761 alignments/orthologs5761.fas	OG0006318	Pa_5_1040
5762 alignments/orthologs5762.fas	OG0006319	Pa_5_1020
5763 alignments/orthologs5763.fas	OG0006320	Pa_5_1010
5764 alignments/orthologs5764.fas	OG0006321	Pa_5_1000
5765 alignments/orthologs5765.fas	OG0006322	Pa_5_980
5766 alignments/orthologs5766.fas	OG0006323	Pa_5_975
5767 alignments/orthologs5767.fas	OG0006324	Pa_5_950
5768 alignments/orthologs5768.fas	OG0006325	Pa_5_940
5769 alignments/orthologs5769.fas	OG0006326	Pa_5_930
5770 alignments/orthologs5770.fas	OG0006327	Pa_5_925
5771 alignments/orthologs5771.fas	OG0006328	Pa_5_920
5772 alignments/orthologs5772.fas	OG0006329	Pa_5_900
5773 alignments/orthologs5773.fas	OG0006330	Pa_5_890
5774 alignments/orthologs5774.fas	OG0006331	Pa_5_880
5775 alignments/orthologs5775.fas	OG0006332	Pa_5_870
5776 alignments/orthologs5776.fas	OG0006333	Pa_5_860
5777 alignments/orthologs5777.fas	OG0006334	Pa_5_850
